2.20.00x43af50L,2.23.00x43af50L,1
3.21.00x56cb9cL,2.23.00x5e4830L,-1
3.2.00x114ae0L,3.42.00x513430L,1
2.21.00x4a033cL,2.11.00xa8530L,-1
2.18.00x4bb720L,2.19.00x4bb720L,1
2.21.00x5f28a4L,2.0.00x1b5868L,-1
3.83.00x815e4b0L,3.2.00xf285cL,1
2.1.00xd8974L,2.21.00x5ff288L,-1
2.16.00x57c050L,2.17.00x57c050L,1
2.22.00x58d174L,2.21.00x58549cL,-1
2.19.00x4717a0L,2.18.00x4717a0L,1
2.8.00x9d32cL,2.8.00x19ef10L,-1
3.41.00x4d9ddaL,3.14.00x4ccfa8L,1
2.19.00x594818L,2.20.00x54729cL,-1
3.44.00x4908fbL,3.2.00x775e0L,1
3.56.00x1f304cL,2.8.00x24464L,-1
2.22.00x4df8a8L,2.23.00x4df8a8L,1
2.21.00x5e3370L,2.17.00x5ba960L,-1
3.95.00x4fed70L,3.1.00xe3b24L,1
2.3.00x176c54L,2.22.00x5c4414L,-1
3.3.00x12f0fcL,3.35.00x8170be0L,1
2.0.00x123ec8L,3.45.00x44e444L,-1
3.80.00x81bc701L,3.11.00x188a1cL,1
2.9.00x158d8cL,2.9.00x6c730L,-1
2.1.00x69ddcL,2.9.00x69ddcL,1
2.17.00x50ee48L,2.1.00xd35a0L,-1
3.6.00x437ef8L,3.84.00x808ab93L,1
2.0.00x1d844cL,2.8.00x22920L,-1
2.22.00x49b82cL,2.23.00x49b82cL,1
3.4.00x57a490L,2.8.00x6a4ccL,-1
3.14.00x43bb30L,3.49.00x50eb4L,1
2.1.00xce0f0L,2.16.00x637f3cL,-1
3.32.00x816de5aL,3.88.00x558c62L,1
2.17.00x5f81a0L,2.2.00x445f8L,-1
3.16.00x670af0L,3.36.00x8193d10L,1
3.47.00x59b980L,2.16.00x560ef4L,-1
3.14.00x48cce8L,3.11.00xbe914L,1
2.3.00x6d5acL,2.19.00x5dac38L,-1
3.15.00x459590L,3.32.00x80abedeL,1
2.22.00x5dbc70L,2.8.00x96c90L,-1
3.4.00x5a7488L,3.88.00x5824aeL,1
2.19.00x52ad30L,2.0.00xdffb0L,-1
3.38.00x80fb480L,3.57.00xc71d4L,1
2.9.00x1248e8L,2.0.00x1d780L,-1
2.19.00x4a3ef4L,2.18.00x4a3ef4L,1
2.10.00x1a54cL,2.1.00x33f54L,-1
3.34.00x814a9e0L,3.9.00x114df8L,1
3.32.00x813ec0eL,2.23.00x5eb894L,-1
3.5.00x4aa6e8L,3.46.00x4b44e0L,1
2.9.00x56628L,2.11.00x116608L,-1
3.37.00x812f883L,3.93.00x4ee64eL,1
2.21.00x5d1800L,2.2.00x172558L,-1
2.19.00x4b19d8L,2.18.00x4b19d8L,1
2.8.00x58408L,2.17.00x5c64d0L,-1
3.20.00x444930L,3.21.00x43b360L,1
2.9.00x15ce54L,2.18.00x53d8d4L,-1
3.2.00x79a1cL,3.32.00x80c6ebdL,1
3.10.00x13d7fcL,2.0.00x12ff20L,-1
3.4.00x571704L,3.84.00x8165f72L,1
2.8.00x25924L,2.16.00x641264L,-1
3.44.00x52ff8cL,3.95.00x50d550L,1
2.19.00x5b0b9cL,2.3.00x112418L,-1
3.50.00x68becL,3.6.00x45a940L,1
2.19.00x5a6a40L,2.17.00x5a70d4L,-1
2.22.00x5d0c50L,2.16.00x5d0c50L,1
2.8.00x13afc4L,3.7.00x57fc50L,-1
3.92.00x5bb189L,3.36.00x81c4874L,1
